COMPANY,TICKER,LISTING_DATE,LISTING_HIGH,LISTING_LOW,LISTING_CLOSE,VOLUME,STATUS,DETAIL
NSDL,NSDL.BO,2025-08-06,943.8499755859375,880.0,936.0,37010258.0,VERIFIED_LISTING_DAY,
